timestamp,sentiment_mean,count,rolling_mean,rolling_std,zscore,spike
2025-07-09,0.07503453608247422,582,0.07503453608247422,0.0,0.0,False
2025-07-16,0.07183392857142856,616,0.0734342323269514,0.002263171274976988,-0.7071064687460031,False
2025-07-23,0.0959786283891547,627,0.0809490310143525,0.013114021886760618,1.146070698868116,False
2025-07-30,0.07821430868167203,622,0.0820089552140851,0.012511640142343131,-0.3032892719062133,False
2025-08-06,0.09297444089456869,626,0.0890557926551318,0.00950839716701745,0.4121249626493152,False
2025-08-13,0.0706757328990228,614,0.08062149415842118,0.01134257470803078,-0.8768520938640568,False
2025-08-20,0.10808745980707396,622,0.09057921120022182,0.018820525272349876,0.9302741248300977,False
2025-08-27,0.0851696,625,0.08797759756869893,0.01886327027108539,-0.14886058353002501,False
2025-09-03,0.08187881219903692,623,0.0917119573353703,0.014276733939816965,-0.6887530781922216,False
2025-09-10,0.08579984152139461,631,0.08428275124014384,0.0021055862078862664,0.7205069804606817,False
2025-09-17,0.0546810147299509,611,0.07411988948346081,0.016948333443105264,-1.1469489712257726,False
2025-09-24,0.07026184419713831,629,0.07024756681616127,0.015559418308589609,0.0009176037160431061,False
2025-10-01,0.06373234265734266,572,0.06289173386147728,0.007824354866834547,0.10743488795397292,False
